id,sentiment
8866_1,0.22
8414_3,0.54
11736_3,0.33
11683_9,0.56
6399_10,0.63
4876_2,0.24
8818_10,0.46
8874_3,0.5
2595_7,0.65
9287_1,0.43
11446_3,0.35
10016_3,0.42
10381_8,0.64
2222_1,0.67
10875_7,0.49
5708_8,0.61
2727_9,0.42
823_1,0.66
3616_2,0.35
10522_1,0.21
5340_3,0.33
4218_9,0.7
6551_4,0.69
4506_7,0.58
487_3,0.15
3215_2,0.28
3884_10,0.75
8163_1,0.37
4878_9,0.67
10428_10,0.67
6394_10,0.72
5318_2,0.41
4829_3,0.35
9175_8,0.59
10213_7,0.32
1484_10,0.89
9646_10,0.83
755_1,0.62
4988_1,0.21
10640_3,0.5
2780_4,0.25
5867_2,0.64
9212_10,0.95
8554_4,0.3
4703_3,0.65
8779_8,0.74
953_10,0.72
10349_8,0.77
3280_10,0.69
3646_8,0.94
6054_1,0.2
4894_3,0.54
11235_10,0.35
513_8,0.88
4166_1,0.43
742_8,0.19
7671_10,0.76
2835_4,0.71
8556_10,0.88
4764_7,0.5
1626_3,0.12
6883_4,0.19
1014_4,0.23
9419_10,0.66
7918_8,0.52
8912_2,0.28
7996_3,0.5
5045_2,0.28
9612_2,0.35
1658_2,0.4
4373_2,0.17
11771_7,0.34
5458_4,0.32
10492_1,0.27
5551_8,0.42
811_1,0.2
12209_9,0.57
1514_1,0.21
6684_9,0.83
4604_7,0.5
3350_1,0.34
3336_7,0.66
9645_4,0.26
1664_9,0.61
5109_8,0.81
9294_8,0.61
7439_3,0.24
9098_10,0.62
10353_2,0.23
2356_4,0.54
884_1,0.46
704_2,0.13
9429_4,0.58
11563_1,0.14
10345_7,0.85
12301_4,0.47
1021_7,0.47
6353_1,0.24
2608_7,0.9
10508_1,0.15
263_1,0.17
10127_10,0.62
11517_4,0.58
4758_4,0.58
2210_4,0.48
12396_1,0.18
9405_7,0.69
5945_2,0.29
1931_3,0.38
3972_9,0.63
7949_3,0.48
1958_10,0.71
5834_7,0.58
11040_1,0.3
9453_1,0.16
5841_10,0.62
1144_10,0.72
5678_2,0.42
11361_3,0.27
5999_1,0.33
11810_4,0.67
10502_1,0.36
11821_10,0.57
8270_10,0.54
4627_4,0.54
5588_2,0.35
4877_1,0.13
2289_8,0.6
2582_10,0.67
8749_1,0.36
1653_1,0.25
7060_3,0.43
4299_1,0.19
7198_10,0.82
5597_9,0.75
11592_10,0.77
1516_1,0.35
1428_10,0.9
9349_7,0.37
4182_10,0.83
522_10,0.59
1942_9,0.8
2570_8,0.91
1188_2,0.31
7454_10,0.91
6859_8,0.71
4278_9,0.65
3538_8,0.37
6499_1,0.24
7715_1,0.18
5847_1,0.31
2109_10,0.82
7570_2,0.35
3725_1,0.17
8736_2,0.57
2007_10,0.77
9738_10,0.69
2763_7,0.47
9081_2,0.43
6647_10,0.71
11207_1,0.47
5182_3,0.25
2171_10,0.62
9091_1,0.65
3970_3,0.1
7432_9,0.48
2169_2,0.12
720_1,0.39
866_2,0.07
567_3,0.87
11812_8,0.69
11195_9,0.4
5877_10,0.78
5526_9,0.51
792_8,0.52
8673_9,0.64
5163_1,0.34
4722_8,0.79
11423_8,0.76
3239_8,0.58
2235_4,0.56
5799_3,0.19
8592_2,0.32
5229_10,0.55
9285_10,0.91
6092_1,0.5
8940_10,0.53
12220_8,0.39
4417_10,0.77
10462_10,0.78
3241_9,0.48
8744_10,0.75
1016_3,0.57
7382_10,0.54
8458_8,0.58
629_4,0.4
1971_3,0.37
4471_4,0.47
7890_2,0.23
10164_4,0.42
2176_8,0.57
2500_2,0.36
1155_2,0.27
7102_8,0.58
3618_10,0.89
4940_3,0.27
10263_3,0.47
12495_10,0.63
7170_9,0.67
7322_3,0.79
2938_10,0.58
8128_8,0.71
4900_1,0.22
5672_7,0.48
3387_10,0.77
806_1,0.47
7385_2,0.07
3043_4,0.26
6845_10,0.64
979_3,0.39
6853_3,0.27
4871_4,0.22
12172_8,0.5
4105_2,0.34
3171_4,0.39
8686_10,0.74
10187_1,0.13
5305_7,0.64
1728_10,0.57
11284_4,0.64
443_2,0.57
8542_9,0.78
7634_2,0.51
2598_1,0.51
124_2,0.35
10145_8,0.74
63_1,0.02
5522_3,0.6
1264_9,0.69
12181_10,0.7
6508_1,0.35
2146_3,0.29
5449_4,0.46
2660_9,0.65
6594_4,0.47
6285_8,0.76
12200_10,0.71
6710_1,0.44
10399_10,0.64
6703_1,0.17
5795_8,0.64
3427_4,0.39
11306_10,0.73
6641_3,0.24
9364_9,0.74
6963_8,0.51
6896_10,0.64
10154_10,0.68
4690_10,0.85
8125_8,0.75
4978_1,0.48
4999_3,0.11
8921_8,0.32
6089_3,0.38
12279_9,0.6
1209_7,0.68
2083_7,0.65
10162_10,0.78
1266_4,0.5
10892_8,0.41
4864_4,0.17
10743_7,0.73
6427_1,0.2
8633_1,0.33
6158_10,0.48
4952_3,0.11
7508_10,0.64
637_9,0.5
6734_2,0.52
10685_1,0.33
6269_4,0.67
9073_8,0.57
9551_2,0.19
5499_2,0.28
3573_4,0.24
12089_1,0.37
3962_1,0.49
2169_7,0.61
959_8,0.73
10514_9,0.32
4430_7,0.57
10802_1,0.55
280_10,0.59
8041_3,0.6
9040_9,0.57
10653_1,0.57
10783_7,0.72
4711_1,0.16
1523_4,0.39
3903_1,0.09
4216_8,0.67
10108_1,0.29
4098_4,0.28
9433_7,0.56
11013_10,0.6
3968_10,0.44
7916_3,0.33
5859_9,0.42
11194_7,0.59
9376_3,0.22
1808_4,0.54
12029_3,0.28
5854_4,0.27
6573_9,0.73
6747_8,0.7
4366_1,0.42
5868_7,0.63
7712_3,0.44
11617_1,0.14
5362_10,0.59
1950_1,0.39
9724_1,0.18
7537_8,0.61
6950_1,0.26
6035_8,0.9
11191_4,0.48
4759_9,0.87
1228_7,0.52
10380_1,0.37
271_7,0.67
7826_9,0.58
4336_2,0.74
4209_2,0.25
4898_7,0.5
2987_1,0.08
9976_4,0.51
7521_10,0.48
5680_2,0.35
4310_10,0.69
4484_10,0.38
5748_9,0.69
6798_3,0.45
9598_10,0.89
4834_2,0.5
2505_10,0.92
1984_8,0.31
476_1,0.4
11578_1,0.37
2223_3,0.54
8215_3,0.51
3108_1,0.09
4371_1,0.09
12399_4,0.33
4913_1,0.12
8431_8,0.51
3445_10,0.74
8268_10,0.7
4271_10,0.66
2136_3,0.35
2479_1,0.48
11798_2,0.48
2893_10,0.77
7754_3,0.38
7568_10,0.49
6221_8,0.86
1687_10,0.88
4744_1,0.28
3730_10,0.8
7543_10,0.65
4449_1,0.15
2802_8,0.63
2834_2,0.19
11243_2,0.64
6638_10,0.58
3299_1,0.3
1378_10,0.49
1867_9,0.79
3371_1,0.27
1340_10,0.84
1810_10,0.68
11773_10,0.7
2111_1,0.37
2234_4,0.48
4958_7,0.47
3514_1,0.38
8488_9,0.74
1650_4,0.28
6538_3,0.54
9930_9,0.76
10594_1,0.14
6248_8,0.59
1384_9,0.65
11526_3,0.49
9847_10,0.87
8994_1,0.11
11595_1,0.26
9840_7,0.65
1027_9,0.62
11691_2,0.25
1154_10,0.69
4599_4,0.29
2126_1,0.21
10719_3,0.49
11925_2,0.36
1938_2,0.25
7233_7,0.72
1747_8,0.69
4994_8,0.73
10696_10,0.65
7348_10,0.87
9121_8,0.37
902_10,0.35
8046_1,0.16
3604_7,0.46
4886_8,0.64
2821_10,0.89
10180_8,0.56
11376_10,0.74
11195_2,0.23
5625_9,0.91
9284_9,0.88
6747_1,0.29
3910_9,0.54
11412_7,0.65
2456_10,0.85
6105_10,0.96
5732_10,0.5
1960_9,0.62
6363_7,0.83
9596_10,0.6
8605_3,0.27
174_2,0.15
8251_1,0.32
8567_10,0.37
7007_3,0.37
2418_8,0.82
12030_8,0.58
7626_7,0.64
6070_3,0.47
802_1,0.26
10801_10,0.73
8559_1,0.22
2495_2,0.39
10777_9,0.77
2958_7,0.68
3701_10,0.7
2754_9,0.46
1210_1,0.28
7830_10,0.55
4523_9,0.68
12408_4,0.36
5748_1,0.22
3982_2,0.19
9658_8,0.97
73_10,0.88
3952_1,0.27
4064_8,0.49
9835_4,0.38
12463_1,0.28
905_10,0.81
5634_8,0.82
800_3,0.35
11576_10,0.66
8546_4,0.36
8456_1,0.17
163_1,0.24
7616_3,0.36
17_3,0.52
620_2,0.2
4250_4,0.41
4403_1,0.07
7107_3,0.53
9691_9,0.67
4069_8,0.69
3747_7,0.8
7930_10,0.87
1088_3,0.46
3683_1,0.19
11138_1,0.1
1825_10,0.75
9888_3,0.24
8079_10,0.63
1508_2,0.22
2471_4,0.45
5238_7,0.61
4947_9,0.75
1791_10,0.56
5824_4,0.35
10408_2,0.42
6053_8,0.82
6811_4,0.26
6398_4,0.44
137_7,0.59
3920_9,0.45
8179_2,0.46
10602_8,0.22
10509_8,0.55
7346_3,0.41
2663_1,0.25
1342_2,0.49
5714_4,0.14
9669_10,0.62
6038_3,0.37
11957_10,0.85
750_2,0.19
12386_10,0.25
7178_1,0.12
8070_8,0.59
8993_1,0.16
1178_4,0.42
10457_8,0.7
5287_1,0.16
3098_8,0.57
3505_8,0.93
10271_1,0.62
4354_3,0.37
4817_1,0.16
11313_1,0.37
9023_10,0.69
8404_1,0.04
11847_1,0.18
5374_9,0.7
1009_8,0.88
4197_1,0.13
10803_9,0.85
6609_9,0.71
519_1,0.24
7675_3,0.44
10204_10,0.66
10565_1,0.3
1641_1,0.25
11170_10,0.92
451_2,0.27
4526_7,0.68
5639_9,0.57
5642_1,0.39
9159_3,0.73
11173_10,0.36
10772_10,0.55
11172_10,0.78
10213_4,0.34
11256_9,0.76
5863_1,0.13
5125_1,0.49
5624_10,0.51
10355_10,0.38
6623_1,0.09
3674_1,0.15
540_8,0.55
5202_10,0.7
9644_10,0.7
4780_1,0.54
2002_9,0.38
7228_10,0.88
4036_2,0.09
9925_9,0.58
1137_10,0.76
5679_1,0.43
9162_2,0.26
2849_3,0.16
3546_4,0.16
7164_1,0.27
1749_10,0.42
11988_2,0.2
365_10,0.89
7340_10,0.74
1543_3,0.11
6008_2,0.29
2230_4,0.52
10105_3,0.15
5443_1,0.33
5024_1,0.27
5630_8,0.59
7603_10,0.73
12205_10,0.61
5910_7,0.65
7006_8,0.55
3287_10,0.47
3136_1,0.5
6547_4,0.57
9329_1,0.14
1679_10,0.59
1659_7,0.59
2015_1,0.06
5236_1,0.23
2201_2,0.2
6026_3,0.48
12093_8,0.76
11394_10,0.59
9512_1,0.43
8401_3,0.28
5239_8,0.63
5018_10,0.61
38_8,0.92
2968_7,0.52
5359_3,0.19
10419_4,0.57
1551_4,0.77
11346_1,0.44
809_1,0.52
9823_4,0.38
10125_8,0.94
8819_10,0.65
9038_4,0.39
1968_1,0.32
6642_2,0.07
9015_10,0.86
12198_2,0.41
2758_9,0.46
9206_3,0.3
4370_7,0.61
1985_2,0.35
3031_7,0.7
10172_1,0.46
4527_1,0.23
5458_9,0.61
6534_1,0.4
4347_1,0.32
11152_10,0.58
9238_3,0.37
6161_8,0.9
2299_1,0.41
1133_1,0.56
11774_3,0.53
1095_2,0.37
11311_10,0.63
1126_1,0.23
2385_9,0.78
10710_10,0.75
10106_1,0.2
3363_1,0.18
11480_10,0.82
5183_1,0.06
7100_7,0.61
752_10,0.7
11958_8,0.55
2518_1,0.13
4744_9,0.54
53_7,0.56
12289_1,0.24
9239_4,0.48
8758_10,0.61
9050_9,0.35
10390_7,0.83
11780_8,0.41
9518_1,0.24
3442_1,0.3
6316_9,0.71
2826_9,0.87
5908_10,0.86
3720_7,0.69
8481_1,0.11
1188_10,0.81
2784_10,0.6
12352_3,0.5
1771_10,0.7
5255_1,0.21
328_4,0.38
313_10,0.59
10530_1,0.3
4866_7,0.73
8936_1,0.12
10029_10,0.5
12383_10,0.6
1922_1,0.52
3012_7,0.65
11593_3,0.38
8661_1,0.55
10457_1,0.1
8074_4,0.81
11993_10,0.48
6_7,0.77
2542_9,0.75
11454_3,0.36
6776_4,0.72
9466_1,0.46
11100_4,0.14
6429_10,0.68
11218_3,0.57
8310_1,0.3
7432_4,0.4
10115_1,0.18
11127_7,0.83
3306_2,0.2
6998_7,0.36
12166_2,0.29
7792_10,0.52
9250_1,0.16
3351_7,0.57
3350_8,0.48
2393_3,0.59
5473_3,0.45
73_4,0.07
1504_1,0.14
10317_10,0.86
5795_1,0.28
1511_9,0.45
2537_2,0.28
8010_4,0.32
1616_3,0.64
4332_2,0.09
8499_1,0.48
1636_8,0.28
7752_3,0.3
5848_7,0.38
5370_2,0.42
10600_10,0.26
5501_3,0.24
9948_7,0.38
10683_4,0.55
10013_4,0.41
11704_2,0.09
431_9,0.6
11855_10,0.62
2671_7,0.55
5831_2,0.23
7920_10,0.72
276_1,0.45
6245_2,0.24
89_3,0.39
7871_1,0.13
1707_1,0.2
6640_1,0.15
723_10,0.71
11391_1,0.39
3534_3,0.06
10449_10,0.75
180_10,0.86
5128_1,0.29
471_10,0.81
2341_10,0.92
3204_7,0.42
1818_10,0.85
4489_10,0.52
12034_10,0.52
11264_10,0.87
8077_7,0.36
12206_10,0.62
11549_3,0.34
8993_10,0.56
1937_4,0.43
7778_3,0.17
9714_9,0.39
7219_4,0.31
6518_4,0.29
8421_10,0.62
10563_2,0.24
2527_9,0.43
11147_10,0.75
832_7,0.54
8972_7,0.42
2311_9,0.74
6794_1,0.3
1769_10,0.95
11130_1,0.5
8331_3,0.32
5564_10,0.61
2594_10,0.76
11037_1,0.36
6679_9,0.56
419_4,0.35
2635_10,0.39
4436_4,0.45
10972_1,0.11
708_3,0.79
9113_1,0.25
1438_9,0.88
2048_4,0.21
4488_10,0.49
7889_3,0.53
11498_9,0.79
8780_1,0.26
2036_7,0.57
1861_1,0.22
581_4,0.43
9253_10,0.97
977_4,0.27
5693_7,0.6
6515_9,0.44
9378_1,0.21
6695_2,0.47
8507_1,0.22
829_2,0.36
11023_8,0.84
70_1,0.15
3669_8,0.51
10033_8,0.71
9158_4,0.5
817_1,0.16
4679_1,0.16
8133_4,0.45
3531_1,0.2
10742_1,0.42
5579_3,0.3
9041_1,0.36
4938_1,0.31
4246_9,0.26
4275_9,0.78
6819_3,0.15
6327_7,0.54
6101_10,0.7
11852_2,0.26
10252_10,0.53
4348_8,0.54
5328_4,0.27
11964_9,0.62
8634_1,0.28
3702_8,0.77
1677_2,0.24
5907_1,0.44
8432_10,0.64
3570_3,0.59
9624_10,0.52
11466_4,0.45
9062_10,0.78
12336_1,0.1
3476_1,0.32
7033_2,0.18
2660_3,0.47
741_1,0.37
11490_1,0.35
6580_7,0.75
1807_3,0.34
4785_1,0.31
6319_10,0.34
4437_8,0.75
3533_10,0.79
12119_3,0.38
151_8,0.64
7829_7,0.6
5497_1,0.39
7477_10,0.51
5879_10,0.9
8068_10,0.72
7989_3,0.49
8480_10,0.79
10352_10,0.66
120_2,0.24
10135_3,0.3
8091_1,0.15
8505_8,0.38
3282_1,0.52
11570_10,0.83
11052_8,0.69
5549_10,0.77
3891_8,0.76
3537_9,0.69
8503_3,0.3
3995_4,0.31
10979_3,0.28
11681_1,0.37
536_7,0.4
11739_8,0.69
6951_10,0.79
6210_2,0.52
1449_4,0.43
11860_10,0.69
11149_8,0.84
4021_7,0.67
5104_3,0.48
2989_3,0.27
10112_10,0.75
6718_1,0.3
7654_4,0.5
9481_10,0.69
7984_2,0.05
1348_8,0.71
11079_8,0.56
9554_10,0.78
8617_8,0.77
315_8,0.6
6085_8,0.65
1823_9,0.99
3208_10,0.71
924_4,0.49
6479_10,0.64
7017_10,0.58
8595_4,0.56
4532_10,0.67
5145_4,0.47
2358_7,0.68
11151_4,0.27
10238_7,0.75
564_9,0.35
4054_10,0.79
8852_9,0.83
10137_10,0.65
7014_3,0.28
1533_4,0
8257_2,0.42
8719_8,0.64
5041_1,0.13
1469_9,0.77
11726_3,0.59
2002_1,0.19
12293_3,0.47
3672_1,0.19
11110_10,0.81
3931_1,0.52
6972_1,0.43
10186_1,0.08
9265_3,0.47
7412_3,0.33
5427_2,0.23
5006_4,0.51
3199_1,0.19
6256_8,0.25
418_9,0.89
8834_9,0.74
5093_10,0.81
3190_2,0.11
12360_4,0.23
9477_1,0.39
6085_1,0.09
7773_10,0.67
255_4,0.45
1661_1,0.06
1627_10,0.67
9204_2,0.41
3704_8,0.66
11898_9,0.87
1137_1,0.21
101_9,0.45
1142_1,0.01
5314_8,0.84
10932_4,0.33
9639_2,0.42
12125_7,0.82
10998_1,0.04
5186_7,0.61
10340_1,0.73
7419_8,0.71
6929_3,0.3
7238_4,0.3
10869_7,0.6
4106_1,0.16
6589_2,0.46
9619_7,0.48
7116_4,0.44
8889_1,0.06
3901_9,0.73
7052_7,0.53
6439_1,0.09
5309_1,0.4
4515_3,0.31
3029_4,0.46
10310_1,0.18
12350_10,0.64
532_8,0.38
11145_8,0.64
75_10,0.83
6137_3,0.08
1637_2,0.41
12327_10,0.58
2177_7,0.6
1879_1,0.22
8745_2,0.03
3099_8,0.64
7354_4,0.29
10103_1,0.06
3296_10,0.57
8494_9,0.89
3423_4,0.46
7609_8,0.44
4265_10,0.63
1872_7,0.69
10987_10,0.71
2849_7,0.59
628_1,0.39
1391_1,0.41
7456_1,0.16
12150_1,0.41
7718_9,0.79
5787_3,0.32
12162_8,0.58
11670_7,0.55
1784_8,0.43
7483_8,0.48
9564_9,0.6
10832_9,0.5
12230_1,0.19
2291_8,0.82
8416_3,0.82
9486_10,0.86
8153_10,0.72
5164_10,0.57
6347_8,0.9
7773_2,0.46
12215_1,0.31
10039_8,0.64
9803_9,0.81
1589_1,0.47
1615_9,0.58
119_3,0.22
623_8,0.78
10427_1,0.29
11697_4,0.48
6168_2,0.11
2658_3,0.36
1841_4,0.17
10572_1,0.44
6964_8,0.23
5172_1,0.55
989_7,0.45
159_10,0.81
5240_1,0.11
11777_1,0.17
8350_3,0.26
2565_1,0.4
7694_10,0.7
7759_1,0.38
3003_4,0.49
7128_2,0.15
8147_4,0.13
6595_9,0.73
8949_3,0.53
9848_4,0.39
7496_8,0.46
11857_10,0.66
3237_1,0.33
5404_1,0.29
10699_8,0.79
6138_4,0.42
909_4,0.22
11833_10,0.88
11817_10,0.92
171_2,0.27
2517_7,0.55
10307_7,0.58
370_2,0.29
5995_8,0.4
4612_1,0.64
6561_8,0.46
7454_1,0.14
2951_2,0.29
8860_1,0.08
411_3,0.25
664_3,0.05
4345_10,0.55
4452_1,0.64
2833_2,0.21
10374_3,0.62
9322_1,0.24
9923_3,0.54
8687_3,0.38
7567_9,0.59
137_3,0.3
7872_1,0.14
6968_4,0.28
1540_10,0.74
9157_10,0.59
4102_10,0.93
6645_1,0.72
7630_10,0.63
3958_9,0.57
11437_9,0.59
6982_1,0.37
4870_2,0.41
3545_7,0.76
204_1,0.09
6844_10,0.75
4736_1,0.12
9120_9,0.59
1608_1,0.28
1251_10,0.8
12315_10,0.84
11754_10,0.93
2399_3,0.39
11499_8,0.61
3870_10,0.53
5503_10,0.7
4045_10,0.65
3063_1,0.24
10914_7,0.53
8509_10,0.67
5872_1,0.29
5729_4,0.28
10865_2,0.31
10218_4,0.46
2096_4,0.48
11344_1,0.37
10623_2,0.15
11241_10,0.62
7254_2,0.69
7892_1,0.17
3472_8,0.31
11637_4,0.53
11853_9,0.71
1096_7,0.69
8508_3,0.56
9400_10,0.83
1128_10,0.52
5989_10,0.82
8021_1,0.1
7860_10,0.67
1131_10,0.48
5589_1,0.33
5662_8,0.86
2161_7,0.53
323_10,0.68
2431_1,0.48
10147_7,0.8
2956_7,0.65
12005_3,0.31
477_2,0.36
202_9,0.88
5710_10,0.88
2262_7,0.68
7103_8,0.73
10237_3,0.52
12151_1,0.31
7485_2,0.34
2438_10,0.52
4069_2,0.32
5593_2,0.08
11163_1,0.17
6754_10,0.97
9147_2,0.32
9614_10,0.72
4427_7,0.6
1382_1,0.19
11132_7,0.64
6371_3,0.36
11221_4,0.34
10071_2,0.36
4936_2,0.24
1797_3,0.41
6692_4,0.45
5816_1,0.29
6163_2,0.28
2042_8,0.58
856_3,0.45
1233_10,0.84
9537_10,0.93
9504_9,0.6
788_10,0.75
3399_8,0.72
7142_4,0.2
10371_4,0.51
760_7,0.6
3614_10,0.76
3314_1,0.43
3447_10,0.55
12240_10,0.73
10083_10,0.61
9936_10,0.42
7651_10,0.77
1470_1,0.17
2703_7,0.64
5637_10,0.84
6102_1,0.25
8991_8,0.68
9606_10,0.72
10568_4,0.38
7126_10,0.64
4203_10,0.83
4486_2,0.21
3408_9,0.85
2867_8,0.72
7338_8,0.81
8065_4,0.28
2510_3,0.32
2110_7,0.54
4097_4,0.52
7484_8,0.54
5789_10,0.56
8070_2,0.32
867_2,0.38
1364_3,0.57
10654_2,0.28
12417_4,0.54
10470_10,0.52
6544_10,0.39
8904_8,0.48
10282_2,0.32
497_9,0.86
2659_10,0.68
9609_7,0.86
3010_3,0.7
9134_1,0.25
8990_1,0.33
6960_4,0.48
9566_9,0.5
7923_4,0.38
4542_10,0.96
7185_3,0.13
1918_10,0.89
2316_8,0.27
5846_10,0.67
1023_10,0.49
7141_7,0.55
3724_10,0.87
3617_2,0.15
7095_1,0.21
12201_10,0.85
10309_2,0.21
5584_8,0.77
2063_10,0.62
10874_1,0.25
4084_2,0.3
2765_1,0.27
11390_3,0.52
4676_1,0.63
2130_7,0.5
12032_7,0.41
9671_3,0.14
816_7,0.61
11320_8,0.39
1458_8,0.74
1938_7,0.57
2861_8,0.58
5768_9,0.75
5049_9,0.85
8083_1,0.65
4825_1,0.09
1740_9,0.74
3034_10,0.58
9977_7,0.22
8459_10,0.67
1103_10,0.54
3783_10,0.71
754_2,0.35
5580_10,0.67
3472_2,0.54
2640_3,0.51
5400_2,0.25
5881_10,0.97
10970_4,0.71
8842_1,0.22
5336_8,0.46
1398_1,0.51
12310_10,0.76
6012_8,0.61
1508_7,0.36
2981_8,0.82
576_8,0.77
9683_7,0.5
10336_1,0.23
3345_3,0.34
7683_7,0.54
6366_9,0.7
6741_9,0.82
11396_2,0.36
4964_10,0.53
12285_10,0.74
11018_9,0.42
3902_9,0.69
4147_8,0.4
1748_10,0.65
10084_3,0.53
3265_7,0.56
6160_1,0.56
2984_10,0.73
1305_1,0.24
9075_4,0.59
11710_7,0.64
2443_10,0.76
938_10,0.63
1392_7,0.48
10406_8,0.53
4302_7,0.73
2836_8,0.58
2365_3,0.33
98_1,0.58
8325_10,0.91
300_9,0.77
7667_1,0.68
4313_10,0.48
12450_3,0.24
8582_1,0.64
11325_9,0.32
8482_1,0.31
7304_8,0.76
9439_1,0.2
2656_10,0.65
4306_3,0.18
10079_1,0.06
11172_1,0.37
6095_9,0.96
5698_1,0.43
35_1,0.41
6043_3,0.4
2261_1,0.16
4784_10,0.61
10936_7,0.6
5316_10,0.47
8361_8,0.54
10373_2,0.3
500_10,0.56
371_4,0.38
3434_4,0.24
3654_2,0.3
11280_2,0.55
6542_9,0.91
10313_10,0.92
7267_1,0.47
11897_3,0.57
7321_2,0.29
1516_7,0.53
1640_1,0.31
9456_10,0.49
2769_10,0.52
6280_7,0.88
12399_10,0.86
6206_7,0.89
8836_4,0.46
5254_9,0.62
10903_1,0.2
3966_10,0.66
4048_10,0.77
1528_9,0.68
6219_10,0.66
8280_4,0.37
7974_10,0.63
6956_8,0.66
5975_10,0.95
6759_10,0.5
963_2,0.36
12158_10,0.46
148_1,0.67
8831_1,0.47
11556_9,0.56
9038_10,0.69
4421_10,0.73
5236_8,0.81
3753_10,0.76
9334_3,0.48
2444_4,0.17
2890_3,0.37
9132_9,0.49
11413_10,0.43
3424_4,0.35
1258_3,0.48
5277_10,0.58
706_10,0.96
3527_10,0.67
4081_9,0.64
3895_2,0.38
11528_2,0.21
7285_9,0.56
12339_7,0.57
729_1,0.25
6291_1,0.33
12296_9,0.56
5913_10,0.98
7770_10,0.91
9546_2,0.29
2383_4,0.57
6802_7,0.87
5445_2,0.48
687_3,0.2
9982_8,0.81
11830_10,0.53
4271_1,0.13
7279_10,0.66
1599_7,0.48
10880_10,0.82
2838_10,0.73
4234_9,0.77
7674_2,0.32
6156_8,0.58
11657_4,0.33
11738_2,0.48
11962_8,0.62
10966_8,0.55
6421_1,0.14
1476_3,0.17
7022_8,0.87
11500_8,0.85
6263_2,0.05
8989_9,0.62
2395_9,0.91
9311_1,0.35
6386_4,0.29
91_4,0.55
3759_3,0.29
11766_2,0.48
11290_7,0.7
5627_3,0.31
3278_1,0.31
9682_9,0.63
11894_1,0.2
10387_9,0.73
884_8,0.91
8408_2,0.43
5772_2,0.53
11422_1,0.46
9709_1,0.45
701_8,0.32
2721_8,0.63
4875_3,0.21
6356_1,0.06
7446_3,0.34
2440_4,0.56
9732_1,0.25
9109_10,0.73
7578_2,0.64
11017_8,0.49
12498_1,0.29
4942_2,0.31
4939_10,0.7
8451_4,0.38
6274_1,0.24
11635_4,0.52
8931_1,0.21
109_4,0.61
11744_7,0.71
5351_4,0.54
1120_9,0.85
10494_2,0.3
5317_10,0.51
6139_2,0.54
12322_8,0.65
11239_3,0.31
4815_7,0.44
11979_10,0.26
254_10,0.77
10286_3,0.37
6457_10,0.84
4662_8,0.72
6298_4,0.37
2704_4,0.65
11313_10,0.67
187_10,0.81
1166_1,0.31
12126_3,0.18
1813_9,0.7
6282_10,0.93
10525_7,0.74
8887_1,0.37
11605_7,0.51
6533_1,0.09
1210_8,0.75
11904_8,0.67
10659_10,0.83
7004_4,0.16
10260_10,0.8
11997_7,0.62
7850_4,0.56
2085_3,0.28
11839_1,0.27
419_9,0.75
4157_10,0.47
8253_8,0.61
11268_2,0.17
12119_10,0.47
10259_10,0.46
978_1,0.4
6848_4,0.32
9368_4,0.44
7863_9,0.62
4157_3,0.35
4184_10,0.53
2888_1,0.1
8073_4,0.37
1755_1,0.48
7688_2,0.56
5966_7,0.81
10673_9,0.94
4110_7,0.54
699_9,0.61
9240_2,0.31
3651_10,0.72
3933_7,0.6
2960_7,0.76
10664_1,0.31
358_9,0.63
11200_10,0.73
4471_8,0.97
11661_2,0.4
12304_1,0.04
2442_4,0.67
7134_9,0.85
4214_2,0.43
4869_8,0.45
6372_1,0.49
10236_4,0.51
12189_1,0.36
9715_8,0.56
5751_10,0.63
166_7,0.49
11889_2,0.36
5098_1,0.48
8126_7,0.8
9302_7,0.66
10430_10,0.98
445_9,0.79
4550_10,0.58
10995_10,0.82
7154_1,0.19
3983_3,0.22
1446_9,0.54
865_10,0.56
3012_1,0.39
3562_3,0.31
2551_1,0.17
6440_1,0.45
10241_10,0.88
1542_7,0.49
1405_2,0.28
11835_10,0.79
4023_3,0.37
1287_1,0.12
11059_2,0.3
2583_8,0.55
1550_2,0.38
11382_3,0.32
5567_10,0.93
11033_1,0.18
5543_1,0.24
8631_10,0.51
10871_1,0.11
6955_9,0.78
6254_4,0.45
2179_4,0.33
7559_8,0.73
12431_8,0.71
279_10,0.74
2127_8,0.74
3803_10,0.58
12200_1,0.12
3480_9,0.59
5156_8,0.58
1718_2,0.27
12145_9,0.69
1560_4,0.51
11646_1,0.03
10378_4,0.51
8281_3,0.2
10393_9,0.41
1402_4,0.56
3958_4,0.36
3676_1,0.2
3709_1,0.18
10668_7,0.74
11972_1,0.18
4842_1,0.06
1889_8,0.47
3990_1,0.31
6467_7,0.64
5928_4,0.48
4639_10,0.56
4748_8,0.63
5417_10,0.88
2351_4,0.36
4365_1,0.26
3591_2,0.14
5914_10,0.8
8099_2,0.36
5510_1,0.16
314_10,0.81
8544_10,0.41
3799_1,0.5
5650_2,0.2
1646_7,0.32
11586_9,0.65
2389_9,0.84
908_3,0.24
654_9,0.57
6323_9,0.64
3014_7,0.47
11312_9,0.88
5457_3,0.48
6071_3,0.42
12459_1,0.12
8639_4,0.28
3600_8,0.66
9052_3,0.37
528_1,0.23
